3027
5  	8340.87  	1943.9  	22.03  	2  
7  	5709.11  	1944.15  	134.1  	4  
3  	8157.07  	1944.81  	24.54  	2  
4  	7533.81  	1945.46  	14.7  	2  
3  	8939.58  	1946.51  	38.97  	2  
9  	7827.25  	1946.53  	15.05  	4  
8  	8189.2  	1946.56  	11.3  	2  
6  	6339.43  	1946.65  	11.55  	2  
4  	9521.09  	1946.71  	85.49  	2  
7  	6105.94  	1947.5  	116  	2  
3  	8878.45  	1947.78  	48.41  	2  
2  	7899.81  	1947.98  	10.37  	2  
7  	8366.45  	1948.41  	177.1  	4  
6  	8559.21  	1949.47  	17.41  	2  
6  	9225.97  	1949.99  	67.49  	4  
2  	4878.61  	1950.29  	13.03  	2  
3  	5146.67  	1950.57  	18.61  	2  
3  	8777.55  	1952.26  	64.54  	4  
5  	8073.47  	1953.07  	27.99  	4  
5  	6465.14  	1953.29  	49.18  	2  
4  	8300.78  	1954.34  	25.72  	2  
5  	9688.54  	1955.35  	140.5  	4  
4  	8268.16  	1955.75  	15.75  	2  
5  	6282.16  	1957.01  	42.71  	2  
6  	8920.08  	1957.11  	49  	2  
7  	9777.7  	1957.91  	22.4  	2  
9  	6242.65  	1958.41  	35.57  	2  
1  	6982.73  	1959.23  	16.88  	2  
4  	8687.66  	1959.28  	55.17  	2  
8  	7857.69  	1959.65  	17.14  	2  
3  	7329.88  	1959.68  	66.5  	4  
5  	6615.11  	1959.94  	42.43  	4  
2  	4959.35  	1959.99  	27.37  	2  
2  	9197.68  	1960.37  	29.03  	2  
7  	6672.42  	1961.47  	25.22  	2  
6  	8882.93  	1961.85  	35.13  	4  
3  	8636.65  	1962.56  	88.54  	2  
3  	7329.88  	1962.89  	19.05  	4  
4  	7902.04  	1963  	13.98  	2  
5  	7988.98  	1963.28  	12.63  	2  
4  	8632.61  	1963.49  	13.08  	2  
3  	9360.06  	1964.18  	48.61  	2  
4  	7730.69  	1964.4  	37.1  	4  
6  	9094.54  	1965.4  	49.9  	2  
1  	9005.07  	1966.12  	41.77  	2  
6  	6794.48  	1966.58  	59.08  	2  
7  	7531.76  	1966.84  	33.74  	4  
8  	7592.4  	1966.85  	29.22  	2  
6  	3205.47  	1967.45  	64.18  	2  
6  	6865.07  	1967.5  	36.24  	2  
7  	4367.55  	1968.81  	41.5  	2  
2  	7171.6  	1969.29  	17.81  	2  
8  	5240.74  	1969.31  	37.44  	2  
7  	9690.96  	1970.06  	11.06  	2  
3  	9504.88  	1971.89  	19.66  	2  
6  	6544.01  	1972.12  	58.82  	2  
3  	8361.68  	1972.15  	36.91  	4  
6  	8692.48  	1972.54  	110.3  	4  
5  	6728.38  	1974.1  	38.96  	2  
7  	6938.53  	1974.28  	26.04  	2  
4  	7851.11  	1975.55  	23  	2  
4  	8041.38  	1975.95  	109.1  	4  
8  	5468.6  	1977.3  	27.79  	2  
1  	7038.95  	1977.78  	14.33  	2  
3  	7165.69  	1978.07  	99.34  	2  
6  	9376.4  	1978.22  	31.37  	2  
8  	7895.36  	1980.3  	24.67  	4  
3  	8075.22  	1981.07  	44.26  	4  
3  	7461.53  	1981.45  	36.36  	2  
6  	6711.23  	1981.67  	52.51  	4  
5  	6795.73  	1982.02  	36.96  	2  
5  	6065.44  	1982.5  	55.05  	4  
6  	8908.35  	1982.7  	11.34  	4  
6  	3505.33  	1982.86  	55.86  	4  
6  	6339.43  	1983.31  	26.97  	2  
4  	7730.69  	1983.81  	15.83  	4  
5  	8570.68  	1983.85  	30.66  	2  
6  	6351.6  	1984.05  	68.82  	2  
3  	9708.08  	1985.41  	17.94  	4  
1  	9158  	1986.4  	49.34  	2  
3  	7532.99  	1986.68  	19.11  	2  
3  	9421.82  	1987.89  	79.07  	4  
2  	9153.75  	1988.06  	125.2  	2  
5  	8340.87  	1989.27  	19.21  	2  
8  	7979.34  	1990.35  	11.17  	4  
2  	7950.17  	1990.52  	16.32  	2  
5  	6327.77  	1990.82  	45.21  	4  
1  	9686.65  	1991.76  	19.41  	4  
3  	7461.53  	1991.92  	18.75  	2  
6  	9364.64  	1992.06  	10.56  	2  
4  	9702.64  	1993.6  	55.81  	2  
4  	8458.74  	1993.6  	75.29  	2  
4  	8276.19  	1994.03  	103  	2  
4  	8684.34  	1995.34  	19.74  	4  
2  	7237.31  	1996.47  	15.83  	2  
7  	4571.89  	1996.88  	38.56  	2  
8  	5542.63  	1997.17  	37.3  	2  
5  	6312.41  	1998.17  	39.75  	2  
4  	8615.67  	2000.57  	78.33  	4  
8  	5564.93  	2001.48  	38.33  	4  
2  	9266.02  	2001.9  	26.67  	4  
8  	5398.98  	2002.05  	36.79  	4  
5  	8332.82  	2002.09  	15.58  	2  
7  	8802.72  	2003.35  	19.63  	2  
4  	8468.66  	2003.52  	22.28  	2  
3  	8371.65  	2004.84  	38.15  	2  
5  	8192.5  	2005.87  	72.7  	2  
2  	8697.67  	2006.5  	36.29  	4  
6  	6120.4  	2006.62  	100.2  	4  
6  	3761.3  	2007.28  	48.41  	2  
0  	9933.62  	2007.85  	56.95  	2  
4  	7966.9  	2007.95  	18.23  	4  
5  	8873.89  	2008.82  	12.92  	2  
6  	8116.06  	2010.12  	185.7  	2  
2  	8680.52  	2010.6  	42.53  	2  
2  	9341.04  	2011.15  	82.99  	4  
6  	8974.23  	2011.26  	23.55  	2  
2  	4878.61  	2011.35  	37.74  	2  
5  	6149.58  	2011.4  	56.43  	4  
5  	8556.16  	2012.16  	65.84  	2  
4  	8276.19  	2012.36  	10.43  	2  
7  	9075.56  	2012.96  	17.53  	4  
8  	7758.55  	2013.29  	14.31  	4  
7  	9665.96  	2013.42  	14.72  	2  
9  	6246.19  	2013.7  	18.45  	2  
2  	7899.81  	2014.47  	50.48  	2  
4  	9917.12  	2015.08  	17.85  	2  
6  	8559.21  	2015.2  	20.59  	2  
1  	9074.27  	2015.76  	124.9  	4  
5  	8165.5  	2015.92  	23.14  	4  
7  	4729.56  	2018.02  	35.05  	4  
5  	6263.84  	2018.61  	36.24  	2  
6  	5831.67  	2018.76  	125.7  	2  
2  	8624.62  	2018.86  	62.9  	2  
2  	7237.31  	2019.12  	31.73  	2  
6  	5485.54  	2019.4  	149  	2  
2  	4959.35  	2020.56  	10.54  	2  
4  	6041.5  	2020.91  	63.09  	2  
4  	6190.57  	2022  	52.1  	4  
2  	7264.12  	2022.66  	24.03  	4  
7  	4827.9  	2023.16  	34.28  	2  
1  	7794.39  	2023.17  	65.56  	4  
4  	9377.59  	2023.23  	12.18  	4  
3  	7532.99  	2023.35  	15.05  	2  
5  	8475.77  	2023.74  	46.91  	4  
6  	8210.43  	2023.79  	11.83  	2  
2  	9341.04  	2023.82  	10.01  	4  
6  	7733.2  	2024.09  	231.2  	4  
1  	7776.44  	2024.7  	30.78  	2  
2  	7171.6  	2024.93  	62.24  	2  
7  	8921.95  	2024.94  	40.94  	2  
5  	8729.66  	2025.11  	23.65  	2  
4  	6299.28  	2026.38  	43.27  	2  
1  	9045.43  	2026.46  	72.13  	4  
4  	7851.11  	2026.92  	20.23  	2  
1  	9926.77  	2026.96  	61.29  	2  
6  	6396.97  	2029.42  	10.49  	2  
2  	8526.62  	2029.44  	97.38  	4  
6  	9561.24  	2029.47  	18.08  	4  
1  	9926.77  	2031.72  	40.27  	2  
4  	5856.74  	2032.19  	74.96  	2  
6  	8769.68  	2032.19  	28.97  	4  
4  	6366.81  	2032.23  	38.72  	2  
6  	8485.19  	2033.16  	16.54  	4  
6  	3971.65  	2033.32  	43.27  	2  
4  	6389.53  	2034.51  	37.36  	4  
6  	8882.02  	2035.91  	15.04  	2  
8  	8914.37  	2036.22  	30.04  	4  
7  	4897.57  	2036.29  	38.24  	2  
5  	6282.16  	2036.94  	19.51  	2  
3  	8336.67  	2037.39  	61.21  	2  
7  	7145.04  	2038.02  	16.59  	4  
4  	8302.25  	2038.42  	32.62  	2  
2  	9815.42  	2038.98  	10.93  	2  
5  	6105.34  	2040.14  	11.03  	2  
2  	7264.12  	2041.33  	11.99  	4  
8  	7787.14  	2041.88  	17.81  	4  
3  	7790.44  	2043.56  	64.97  	4  
2  	7058.51  	2043.7  	106.7  	4  
4  	9895.18  	2044.07  	11.13  	2  
3  	7914.06  	2046.3  	16.46  	2  
3  	8238.29  	2047.72  	90.99  	4  
8  	7892.3  	2047.77  	24.92  	2  
6  	6704.56  	2048.29  	20.74  	2  
1  	6982.73  	2048.8  	10.29  	2  
8  	5540.14  	2048.84  	11.63  	2  
5  	2983.26  	2051.51  	72.14  	4  
5  	8873.89  	2052.17  	11.67  	2  
1  	4778.44  	2052.22  	30.14  	2  
2  	9197.68  	2053.46  	56.65  	2  
5  	6025.69  	2054.04  	76.2  	2  
3  	9504.88  	2054.72  	29.9  	2  
4  	8268.16  	2055.9  	11.49  	2  
1  	4806.19  	2057.44  	52.22  	4  
6  	8769.68  	2058.45  	17.27  	4  
5  	8728.92  	2059.8  	13.01  	2  
6  	4138.17  	2060.2  	39.99  	4  
7  	7253.65  	2060.48  	20.6  	2  
7  	9730.26  	2060.78  	49.95  	4  
6  	6660.61  	2060.87  	10.77  	2  
1  	7776.44  	2061.56  	46.96  	2  
5  	3236.01  	2061.68  	60.64  	2  
1  	9005.07  	2063.01  	15.82  	2  
6  	6739.57  	2064.43  	25.86  	4  
0  	9049.22  	2066.49  	120.4  	2  
4  	7902.04  	2066.77  	40.41  	2  
6  	4245.23  	2067.36  	38.32  	2  
3  	9421.82  	2067.46  	28.07  	4  
6  	9220.07  	2068.42  	10.49  	2  
4  	5867.76  	2068.48  	39.86  	2  
5  	8332.82  	2068.98  	24.2  	2  
5  	8421.43  	2069.83  	81.97  	2  
3  	7927.82  	2071.08  	157.7  	2  
3  	8113.13  	2071.63  	126.7  	2  
5  	5835.27  	2073.98  	101.9  	2  
6  	6574.82  	2076.13  	12.88  	4  
5  	7703.84  	2077.12  	29.68  	2  
6  	8974.23  	2077.22  	26.5  	2  
6  	4314.24  	2077.52  	38.85  	2  
4  	8103.51  	2077.81  	83.34  	2  
3  	9376.76  	2078.69  	39.69  	2  
5  	3446.02  	2079.43  	50.89  	2  
1  	7038.95  	2079.61  	48.56  	2  
6  	4336.94  	2080.68  	38.82  	4  
0  	9590.56  	2082.44  	25.47  	2  
7  	8820.03  	2082.54  	93.94  	4  
5  	8822.58  	2083  	32.44  	4  
5  	8587.58  	2083.43  	21.84  	4  
7  	9554.3  	2084.65  	19.32  	2  
1  	8509.09  	2084.68  	51.13  	2  
7  	9010.51  	2084.86  	109.2  	4  
5  	9536.23  	2086.08  	14.12  	2  
5  	8694.99  	2086.34  	28.1  	2  
1  	4778.44  	2086.99  	31.8  	2  
2  	8104.41  	2087.57  	34.68  	2  
3  	5951.82  	2087.77  	50.55  	2  
5  	6212.6  	2087.94  	18.66  	2  
4  	8300.78  	2088.18  	13.62  	2  
5  	7574.38  	2088.84  	248.1  	2  
3  	6016.84  	2089.14  	41.22  	2  
3  	5845.98  	2089.3  	66.32  	4  
5  	5595.1  	2089.77  	134.5  	4  
4  	8419.38  	2091.61  	22.23  	4  
6  	9220.07  	2091.72  	22.22  	2  
5  	8213  	2092.59  	132.2  	4  
4  	9729.9  	2093.19  	48.92  	2  
5  	5299.71  	2094.25  	164.7  	2  
2  	8078.34  	2094.92  	10.9  	4  
4  	5824.19  	2095.29  	49.49  	2  
6  	9065.92  	2095.78  	17.47  	2  
5  	3609.84  	2096.63  	43.96  	4  
1  	8456.18  	2097.33  	105.8  	2  
3  	5700.76  	2097.76  	89.28  	2  
6  	8920.08  	2098.36  	13.8  	2  
6  	8540.52  	2099.48  	42.89  	2  
5  	8204.97  	2099.63  	20.5  	2  
6  	8882.02  	2103.53  	26.35  	2  
1  	6982.73  	2104.12  	113.1  	2  
6  	9232.83  	2104.47  	12.3  	2  
7  	5921.09  	2108.18  	10.53  	2  
8  	6611.56  	2108.41  	13.35  	2  
1  	9147.95  	2108.99  	43.58  	2  
3  	9504.88  	2108.99  	43.58  	2  
7  	8955.18  	2109.07  	105.3  	2  
6  	9181.98  	2109.19  	47.33  	2  
6  	8348.29  	2111  	72.21  	4  
5  	8906.75  	2112.28  	17.5  	2  
3  	7354.36  	2112.91  	12.19  	4  
5  	3728.91  	2113.24  	40.89  	2  
5  	7988.98  	2113.41  	30.3  	2  
5  	8073.47  	2114.52  	97.15  	4  
5  	8192.5  	2115.38  	32.13  	2  
4  	7486.2  	2116  	37.81  	4  
2  	9101.38  	2118.65  	33.91  	2  
4  	7902.04  	2119.36  	17.63  	2  
2  	8071.93  	2120.11  	74.2  	2  
1  	9926.77  	2120.23  	11.62  	2  
3  	5503.28  	2120.35  	31.55  	4  
6  	8451.72  	2120.99  	102.7  	2  
8  	7399.56  	2121.57  	13.66  	4  
5  	3799.29  	2122.52  	39.52  	2  
6  	9376.4  	2122.75  	12.11  	2  
4  	5782.68  	2124.17  	12.95  	2  
7  	9777.7  	2125.16  	57.91  	2  
2  	9815.42  	2127.46  	39.82  	2  
4  	7722.67  	2127.57  	188.1  	4  
2  	7058.51  	2127.8  	21.83  	4  
5  	8340.87  	2128.27  	33.19  	2  
6  	8833.38  	2128.82  	53.92  	2  
2  	7639.22  	2129.58  	10.76  	2  
3  	7953.84  	2129.65  	37.76  	2  
8  	7633.56  	2132.42  	11.38  	2  
5  	7899.41  	2133.12  	78.99  	4  
7  	6719.94  	2133.12  	12.39  	4  
6  	8210.43  	2133.3  	54.18  	2  
4  	7966.9  	2134.17  	42.36  	4  
7  	6248.05  	2134.26  	14.92  	4  
4  	8041.38  	2134.27  	56.87  	4  
4  	2799.81  	2134.93  	80.63  	2  
6  	5640.94  	2135.61  	12.28  	4  
4  	7971.8  	2136.52  	90.24  	2  
3  	7532.99  	2136.66  	33.88  	2  
4  	5746.89  	2137.05  	73.71  	4  
4  	9624.37  	2138.17  	39.67  	4  
2  	9872.07  	2139.48  	56.78  	2  
4  	3005.2  	2140.35  	64.67  	2  
5  	8493  	2141.4  	17.62  	2  
4  	5588.35  	2142.33  	101.3  	2  
2  	9380.5  	2143.18  	39.25  	2  
6  	8540.52  	2143.55  	94.58  	2  
6  	8730.74  	2143.91  	34.93  	2  
3  	7732.59  	2144.24  	98.5  	2  
5  	9848.88  	2145.04  	34.35  	2  
9  	7423.5  	2145.51  	27.13  	4  
6  	9125.05  	2145.85  	67.91  	4  
2  	7993.53  	2147.55  	128.8  	4  
5  	8088.18  	2149.15  	125  	2  
9  	8173.65  	2150.23  	11.81  	4  
5  	8026  	2150.44  	78.37  	2  
4  	7450.16  	2150.45  	260.7  	2  
2  	7851.25  	2150.5  	189.4  	2  
3  	5509.64  	2150.64  	34.08  	2  
3  	7298.08  	2151.41  	53.31  	2  
4  	8301.55  	2151.97  	102.9  	4  
6  	8974.23  	2152.51  	23.24  	2  
2  	5771.22  	2152.61  	38.33  	4  
7  	6962.97  	2152.7  	13.41  	2  
4  	3169.25  	2152.89  	52.4  	4  
4  	5832.73  	2153.67  	22.76  	4  
7  	9075.56  	2154.48  	23.22  	4  
2  	5751.74  	2154.77  	44.82  	2  
4  	9729.9  	2155.53  	66.89  	2  
4  	8468.66  	2156.25  	10.02  	2  
4  	7636.71  	2156.63  	94.52  	2  
0  	9933.62  	2157.18  	90.55  	2  
6  	5919.76  	2158.46  	16.53  	2  
2  	5691.88  	2160.26  	64.94  	2  
4  	5396.33  	2160.33  	141.2  	2  
5  	5396.34  	2160.33  	14.43  	2  
4  	7709.04  	2162.73  	126.6  	2  
6  	9225.97  	2163.37  	10.58  	4  
0  	6942.06  	2163.62  	119  	2  
6  	9543.66  	2163.9  	18.29  	2  
4  	3287.26  	2164.28  	44.32  	2  
0  	8424.42  	2165.26  	114.3  	2  
6  	6351.6  	2165.76  	11.36  	2  
9  	8081.67  	2166.6  	74.47  	4  
5  	9249.78  	2166.97  	27.08  	2  
9  	8809.24  	2168.08  	11.82  	2  
4  	5151.61  	2168.35  	180.9  	4  
2  	5589.89  	2168.7  	99.32  	4  
6  	8908.35  	2168.78  	77.25  	4  
3  	9227.36  	2168.85  	43.02  	4  
4  	8276.19  	2170.85  	18.09  	2  
4  	3359  	2172.82  	40.6  	2  
1  	7925.77  	2174.03  	31.47  	2  
4  	8010.01  	2174.73  	13.57  	2  
1  	9158  	2175.27  	79.29  	2  
4  	3382.93  	2175.79  	39.54  	4  
3  	7395.89  	2177.7  	115.5  	2  
3  	9712.11  	2178.31  	13.69  	2  
5  	8493  	2180.59  	20.87  	2  
5  	5626.71  	2180.69  	18.12  	2  
6  	9884.79  	2180.76  	79.91  	4  
7  	9554.3  	2181.73  	31.14  	2  
